Receipt.No,Employee.No,Amount
10090,61,$791.59 
10091,35,$358.37 
10092,30,$376.45 
10093,25,$119.55 
10094,63,$592.49 
10095,88,$792.30 
10096,48,$253.44 
10097,53,$446.75 
10098,73,$770.42 
10099,35,$358.05 
10100,91,$699.45 
10101,40,$741.78 
10102,25,$402.44 
10103,67,$78.41 
10104,57,$42.82 
10105,74,$916.24 
10106,24,$123.90 
10107,8,$604.10 
10108,91,$35.24 
10109,21,$932.29 
10110,13,$357.98 
10111,7,$871.41 
10112,52,$86.30 
10113,28,$181.58 
10114,44,$678.44 
10115,60,$572.17 
10116,68,$832.21 
10117,86,$725.94 
10118,47,$506.60 
10119,42,$701.83 
10120,55,$938.00 
10121,66,$134.72 
10122,34,$817.49 
10123,41,$856.08 
10124,52,$544.16 
10125,73,$516.49 
10126,33,$155.84 
10127,29,$527.35 
10128,76,$917.82 
10129,67,$254.26 
10130,62,$288.67 
10131,57,$472.38 
10132,93,$836.76 
10133,84,$298.08 
10134,67,$969.18 
10135,49,$41.34 
10136,76,$473.66 
10137,39,$44.38 
10138,50,$413.41 
10139,26,$516.00 
10140,13,$659.54 
10141,25,$674.84 
10142,50,$748.91 
10143,81,$522.52 
10144,22,$109.31 
10145,30,$310.91 
10146,86,$71.69 
10147,3,$579.17 
10148,6,$4.99 
10149,2,$429.95 
10150,65,$260.23 
10151,98,$10.34 
10152,63,$387.67 
10153,75,$242.59 
10154,0,$770.31 
10155,26,$592.26 
10156,72,$682.85 
10157,59,$210.64 
10158,26,$336.93 
10159,10,$599.75 
10160,99,$150.85 
10161,42,$467.10 
10162,25,$819.39 
10163,46,$739.46 
10164,53,$595.12 
10165,58,$776.72 
10166,11,$514.41 
10167,16,$483.58 
10168,87,$137.43 
10169,3,$923.05 
10170,87,$279.87 
10171,80,$622.87 
10172,55,$341.56 
10173,84,$230.53 
10174,74,$41.10 
10175,89,$459.94 
10176,95,$69.02 
10177,30,$262.06 
10178,55,$944.70 
10179,69,$34.95 
10180,89,$38.76 
10181,78,$69.36 
10182,14,$445.69 
10183,18,$804.03 
10184,29,$209.01 
10185,8,$600.04 
10186,8,$692.96 
10187,28,$825.00 
10188,28,$268.17 
10189,87,$955.84 
10190,75,$752.95 
10191,85,$357.29 
10192,79,$361.26 
10193,45,$467.44 
10194,83,$891.69 
10195,97,$283.09 
10196,55,$942.43 
10197,94,$757.06 
10198,10,$418.44 
10199,45,$930.34 
10200,98,$857.62 
10201,30,$906.06 
10202,79,$638.70 
10203,90,$911.28 
10204,75,$133.18 
10205,44,$372.75 
10206,6,$435.66 
10207,4,$437.34 
10208,60,$150.24 
10209,18,$631.84 
10210,23,$854.34 
10211,65,$87.80 
10212,48,$881.83 
10213,24,$482.86 
10214,15,$246.82 
10215,20,$173.33 
10216,33,$428.85 
10217,54,$337.98 
10218,50,$682.95 
10219,58,$24.75 
10220,38,$916.60 
10221,13,$550.07 
10222,63,$713.83 
10223,95,$986.13 
10224,77,$213.43 
10225,58,$538.01 
10226,13,$433.33 
10227,65,$396.40 
10228,91,$454.31 
10229,5,$251.08 
10230,34,$896.01 
10231,16,$466.22 
10232,67,$230.68 
10233,61,$359.29 
10234,83,$250.86 
10235,78,$204.55 
10236,54,$917.37 
10237,80,$19.08 
10238,99,$410.60 
10239,60,$198.37 
10240,81,$966.50 
10241,45,$790.81 
10242,66,$155.65 
10243,43,$559.24 
10244,40,$981.49 
10245,95,$79.86 
10246,65,$977.33 
10247,76,$485.40 
10248,10,$731.98 
10249,54,$553.17 
10250,79,$541.76 
10251,38,$207.85 
10252,15,$930.77 
10253,70,$705.22 
10254,0,$294.69 
10255,53,$340.05 
10256,95,$131.31 
10257,15,$844.22 
10258,85,$222.07 
10259,30,$647.04 
10260,72,$464.02 
10261,85,$483.58 
10262,37,$129.33 
10263,34,$359.37 
10264,36,$365.59 
10265,22,$445.17 
10266,32,$46.16 
10267,78,$839.77 
10268,92,$354.63 
10269,43,$304.88 
10270,52,$630.01 
10271,21,$531.66 
10272,41,$568.85 
10273,18,$140.80 
10274,30,$170.08 
10275,61,$206.89 
10276,39,$715.18 
10277,91,$686.32 
10278,12,$308.24 
10279,84,$398.42 
10280,57,$978.28 
10281,74,$572.64 
10282,99,$946.57 
10283,87,$603.76 
10284,18,$376.12 
10285,34,$27.26 
10286,97,$180.94 
10287,93,$537.66 
10288,10,$412.58 
10289,44,$466.03 
10290,36,$346.89 
10291,2,$856.23 
10292,41,$537.41 
10293,16,$577.15 
10294,74,$717.92 
10295,48,$382.75 
10296,26,$716.61 
10297,43,$98.37 
10298,31,$82.74 
10299,25,$546.23 
10300,96,$799.76 
10301,9,$444.52 
10302,31,$140.99 
10303,74,$634.48 
10304,5,$540.19 
10305,29,$267.55 
10306,66,$994.57 
10307,61,$814.98 
10308,7,$454.21 
10309,93,$363.68 
10310,48,$837.74 
10311,9,$771.87 
10312,53,$241.22 
10313,85,$813.45 
10314,93,$2.79 
10315,60,$550.73 
10316,45,$419.97 
10317,56,$75.62 
10318,37,$627.26 
10319,28,$415.16 
10320,56,$208.11 
10321,24,$370.20 
10322,37,$741.85 
10323,26,$41.18 
10324,39,$996.90 
10325,13,$245.52 
10326,52,$648.94 
10327,12,$54.19 
10328,31,$860.18 
10329,35,$519.25 
10330,52,$163.26 
10331,77,$990.33 
10332,55,$465.75 
10333,39,$910.75 
10334,73,$898.92 
10335,32,$622.62 
10336,31,$641.39 
10337,61,$284.70 
10338,92,$849.21 
10339,10,$951.72 
10340,97,$873.48 
10341,14,$427.96 
10342,21,$34.02 
10343,37,$762.49 
10344,40,$726.06 
10345,37,$352.09 
10346,32,$157.69 
10347,67,$453.17 
10348,84,$791.20 
10349,86,$247.23 
10350,31,$989.42 
10351,71,$760.58 
10352,24,$552.51 
10353,11,$522.74 
10354,42,$115.79 
10355,43,$379.97 
10356,70,$432.00 
10357,7,$146.75 
10358,54,$380.20 
10359,22,$500.93 
10360,30,$897.65 
10361,50,$400.12 
10362,28,$149.97 
10363,23,$755.05 
10364,37,$414.67 
10365,26,$550.88 
10366,19,$332.76 
10367,32,$452.22 
10368,83,$375.73 
10369,49,$32.40 
10370,57,$738.01 
10371,73,$422.32 
10372,80,$489.19 
10373,42,$528.97 
10374,6,$478.12 
10375,35,$113.40 
10376,25,$473.93 
10377,60,$796.49 
10378,99,$174.54 
10379,47,$321.26 
10380,21,$377.86 
10381,88,$590.98 
10382,0,$180.39 
10383,50,$86.30 
10384,30,$450.09 
10385,41,$174.79 
10386,65,$442.86 
10387,74,$225.25 
10388,52,$366.46 
10389,43,$375.08 
10390,72,$870.77 
10391,54,$367.84 
10392,76,$524.84 
10393,90,$958.78 
10394,99,$175.58 
10395,71,$769.70 
10396,65,$263.45 
10397,39,$337.44 
10398,53,$308.57 
10399,84,$518.04 
10400,44,$158.01 
10401,59,$189.19 
10402,85,$231.55 
10403,4,$974.02 
10404,70,$290.57 
10405,66,$549.43 
10406,30,$674.41 
10407,7,$118.96 
10408,65,$348.84 
10409,30,$185.43 
10410,48,$851.23 
10411,17,$545.35 
10412,28,$284.23 
10413,54,$860.73 
10414,0,$538.73 
10415,73,$738.36 
10416,79,$918.20 
10417,30,$583.16 
10418,73,$68.39 
10419,36,$352.32 
10420,87,$531.67 
10421,46,$413.43 
10422,72,$920.49 
10423,92,$487.97 
10424,83,$685.79 
10425,42,$330.76 
10426,38,$736.14 
10427,71,$13.56 
10428,50,$205.41 
10429,65,$113.29 
10430,87,$9.29 
10431,71,$973.14 
10432,70,$632.96 
10433,75,$155.12 
10434,40,$412.34 
10435,14,$469.78 
10436,26,$551.38 
10437,71,$990.94 
10438,48,$515.44 
10439,26,$123.48 
10440,5,$116.79 
10441,4,$808.01 
10442,9,$488.34 
10443,12,$917.57 
10444,78,$495.50 
10445,29,$990.51 
10446,62,$701.71 
10447,91,$252.12 
10448,42,$24.07 
10449,8,$801.80 
10450,15,$969.42 
10451,56,$67.13 
10452,65,$285.10 
10453,27,$940.63 
10454,62,$382.07 
10455,86,$5.52 
10456,23,$795.53 
10457,16,$823.66 
10458,65,$566.43 
10459,42,$0.29 
10460,68,$607.38 
10461,44,$688.64 
10462,10,$339.99 
10463,51,$560.36 
10464,11,$957.22 
10465,19,$979.58 
10466,46,$149.44 
10467,3,$300.05 
10468,85,$412.17 
10469,62,$747.65 
10470,84,$137.78 
10471,57,$745.92 
10472,6,$288.66 
10473,93,$796.65 
10474,68,$198.50 
10475,8,$274.74 
10476,87,$77.44 
10477,41,$726.79 
10478,26,$321.22 
10479,25,$638.39 
10480,53,$337.28 
10481,32,$391.77 
10482,46,$259.96 
10483,61,$351.97 
10484,98,$822.57 
10485,78,$842.61 
10486,17,$86.85 
10487,1,$449.86 
10488,11,$703.77 
10489,31,$811.99 
10490,72,$321.56 
10491,75,$490.19 
10492,0,$361.29 
10493,43,$815.08 
10494,93,$463.72 
10495,87,$897.36 
10496,86,$296.28 
10497,23,$999.44 
10498,23,$613.32 
10499,81,$632.36 
10500,30,$180.89 
10501,41,$631.35 
10502,2,$451.72 
10503,20,$104.01 
10504,15,$419.65 
10505,26,$104.45 
10506,53,$497.19 
10507,70,$894.40 
10508,42,$123.82 
10509,83,$674.97 
10510,91,$310.37 
10511,40,$782.16 
10512,54,$370.58 
10513,79,$326.95 
10514,21,$219.05 
10515,40,$358.00 
10516,93,$248.96 
10517,36,$709.78 
10518,24,$764.58 
10519,21,$50.24 
10520,33,$527.61 
10521,62,$245.14 
10522,5,$742.64 
10523,11,$463.06 
10524,11,$270.13 
10525,48,$831.38 
10526,61,$88.02 
10527,10,$339.34 
10528,88,$443.01 
10529,74,$875.71 
10530,29,$212.63 
10531,65,$468.54 
10532,17,$780.33 
10533,51,$6.49 
10534,31,$679.77 
10535,61,$530.14 
10536,75,$582.37 
10537,40,$299.68 
10538,40,$622.44 
10539,36,$277.32 
10540,77,$409.65 
10541,59,$985.33 
10542,66,$761.93 
10543,96,$388.46 
10544,69,$577.70 
10545,39,$466.39 
10546,6,$920.09 
10547,18,$709.73 
10548,84,$879.18 
10549,35,$797.62 
10550,81,$814.58 
10551,0,$992.14 
10552,18,$761.99 
10553,4,$114.30 
10554,34,$446.15 
10555,98,$196.13 
10556,38,$650.42 
10557,21,$378.69 
10558,12,$542.02 
10559,85,$887.61 
10560,45,$997.58 
10561,91,$808.38 
10562,0,$615.50 
10563,8,$695.89 
10564,93,$729.47 
10565,4,$341.49 
10566,6,$209.09 
10567,90,$614.97 
10568,92,$973.27 
10569,53,$495.11 
10570,2,$801.02 
10571,87,$47.33 
10572,92,$451.32 
10573,28,$101.52 
10574,65,$31.18 
10575,97,$428.10 
10576,46,$827.26 
10577,45,$414.05 
10578,12,$541.85 
10579,36,$88.77 
10580,67,$528.18 
10581,90,$982.69 
10582,65,$520.54 
10583,92,$605.37 
10584,73,$716.70 
10585,5,$323.51 
10586,35,$740.10 
10587,74,$732.62 
10588,76,$349.85 
10589,14,$653.02 
10590,25,$765.22 
10591,14,$183.44 
10592,38,$344.03 
10593,96,$175.32 
10594,95,$916.90 
10595,27,$562.83 
10596,72,$539.36 
10597,56,$908.91 
10598,8,$344.10 
10599,91,$426.52 
10600,53,$701.66 
10601,62,$92.15 
10602,21,$795.23 
10603,22,$79.29 
10604,98,$717.75 
10605,64,$318.70 
10606,84,$44.77 
10607,51,$890.73 
10608,85,$114.37 
10609,87,$324.83 
10610,44,$589.21 
10611,91,$409.75 
10612,58,$682.21 
10613,39,$731.39 
10614,69,$397.48 
10615,25,$221.03 
10616,4,$691.45 
10617,31,$643.77 
10618,48,$389.88 
10619,40,$669.43 
10620,97,$708.97 
10621,62,$220.43 
10622,73,$138.75 
10623,39,$62.85 
10624,52,$984.54 
10625,8,$917.47 
10626,29,$770.04 
10627,83,$836.15 
10628,99,$397.43 
10629,3,$79.68 
10630,21,$320.77 
10631,15,$873.92 
10632,2,$269.23 
10633,29,$583.92 
10634,45,$172.17 
10635,90,$152.16 
10636,7,$122.75 
10637,41,$873.19 
10638,53,$205.33 
10639,68,$221.58 
10640,68,$831.50 
10641,41,$367.41 
10642,17,$686.75 
10643,30,$993.21 
10644,45,$394.06 
10645,71,$507.93 
10646,12,$664.10 
10647,74,$391.99 
10648,95,$397.96 
10649,61,$740.22 
10650,8,$246.85 
10651,26,$891.62 
10652,85,$830.93 
10653,5,$997.95 
10654,37,$35.86 
10655,90,$735.68 
10656,31,$822.80 
10657,17,$461.49 
10658,28,$28.50 
10659,50,$403.87 
10660,33,$481.98 
10661,71,$12.48 
10662,13,$732.09 
10663,37,$608.77 
10664,20,$295.47 
10665,76,$778.75 
10666,4,$969.07 
10667,30,$960.03 
10668,97,$821.64 
10669,44,$212.26 
10670,64,$269.79 
10671,64,$170.72 
10672,93,$412.10 
10673,7,$358.86 
10674,52,$730.20 
10675,99,$550.58 
10676,11,$474.76 
10677,92,$428.43 
10678,46,$879.15 
10679,88,$116.09 
10680,86,$426.10 
10681,88,$639.72 
10682,63,$152.09 
10683,75,$593.53 
10684,44,$833.16 
10685,79,$870.24 
10686,67,$913.39 
10687,42,$46.06 
10688,1,$426.56 
10689,66,$99.49 
10690,89,$940.64 
10691,29,$469.24 
10692,67,$501.54 
10693,12,$296.93 
10694,84,$879.62 
10695,91,$202.39 
10696,32,$436.68 
10697,75,$860.77 
10698,72,$688.01 
10699,48,$579.57 
10700,41,$705.42 
10701,30,$402.76 
10702,86,$147.41 
10703,36,$365.56 
10704,38,$341.20 
10705,19,$150.92 
10706,61,$672.00 
10707,84,$895.33 
10708,97,$339.22 
10709,47,$743.65 
10710,52,$810.82 
10711,9,$751.59 
10712,71,$944.89 
10713,3,$76.21 
10714,40,$595.22 
10715,35,$439.67 
10716,90,$370.29 
10717,78,$887.36 
10718,30,$423.55 
10719,93,$36.49 
10720,90,$515.82 
10721,96,$725.04 
10722,38,$151.54 
10723,20,$832.61 
10724,90,$417.92 
10725,64,$573.29 
10726,29,$568.20 
10727,9,$837.36 
10728,33,$374.40 
10729,78,$742.18 
10730,4,$543.83 
10731,35,$492.32 
10732,72,$757.56 
10733,43,$621.14 
10734,87,$657.15 
10735,53,$766.19 
10736,39,$964.04 
10737,18,$344.03 
10738,82,$443.41 
10739,93,$230.26 
10740,42,$119.37 
10741,67,$91.64 
10742,40,$460.71 
10743,79,$935.34 
10744,16,$826.42 
10745,46,$366.61 
10746,59,$339.04 
10747,14,$441.85 
10748,78,$359.87 
10749,38,$366.27 
10750,65,$784.58 
10751,55,$468.10 
10752,98,$553.16 
10753,71,$709.64 
10754,20,$644.44 
10755,9,$274.44 
10756,9,$127.36 
10757,62,$818.97 
10758,28,$625.84 
10759,2,$576.30 
10760,31,$591.72 
10761,96,$168.71 
10762,8,$597.06 
10763,15,$296.55 
10764,92,$192.95 
10765,58,$369.21 
10766,16,$338.34 
10767,13,$471.59 
10768,47,$140.96 
10769,89,$643.99 
10770,53,$230.50 
10771,47,$569.77 
10772,16,$242.20 
10773,26,$264.86 
10774,27,$168.86 
10775,43,$606.94 
10776,36,$325.82 
10777,60,$332.64 
10778,28,$627.31 
10779,87,$506.88 
10780,48,$6.36 
10781,99,$109.03 
10782,17,$635.86 
10783,78,$849.55 
10784,78,$300.29 
10785,85,$603.37 
10786,47,$420.92 
10787,4,$272.77 
10788,8,$31.45 
10789,33,$317.99 
10790,13,$17.17 
10791,66,$304.96 
10792,51,$565.60 
10793,54,$739.81 
10794,8,$599.50 
10795,23,$847.67 
10796,66,$625.21 
10797,34,$766.36 
10798,41,$716.82 
10799,10,$454.02 
10800,91,$320.90 
10801,90,$800.25 
10802,88,$370.59 
10803,19,$861.96 
10804,92,$717.71 
10805,63,$34.35 
10806,2,$216.07 
10807,36,$270.39 
10808,15,$122.71 
10809,58,$900.09 
10810,59,$132.73 
10811,17,$326.03 
10812,57,$320.66 
10813,80,$883.50 
10814,72,$294.16 
10815,63,$143.70 
10816,2,$459.00 
10817,71,$692.99 
10818,1,$283.03 
10819,80,$533.26 
10820,4,$821.29 
10821,24,$440.27 
10822,98,$121.27 
10823,45,$747.85 
10824,24,$816.17 
10825,27,$731.88 
10826,23,$668.73 
10827,72,$661.65 
10828,75,$856.41 
10829,1,$869.86 
10830,49,$939.75 
10831,8,$444.13 
10832,81,$710.89 
10833,13,$675.72 
10834,98,$213.37 
10835,17,$616.46 
10836,60,$696.60 
10837,15,$449.70 
10838,37,$186.06 
10839,30,$107.20 
10840,60,$988.87 
10841,75,$982.83 
10842,40,$980.48 
10843,35,$347.54 
10844,44,$133.24 
10845,42,$354.36 
10846,17,$129.98 
10847,21,$144.13 
10848,36,$213.31 
10849,39,$895.61 
10850,15,$943.39 
10851,43,$130.25 
10852,68,$543.48 
10853,41,$230.55 
10854,72,$419.07 
10855,22,$701.02 
10856,39,$6.98 
10857,29,$649.75 
10858,49,$23.70 
10859,57,$319.86 
10860,46,$183.49 
10861,81,$451.84 
10862,9,$67.80 
10863,34,$482.69 
10864,92,$287.74 
10865,85,$85.14 
10866,54,$175.87 
10867,84,$263.38 
10868,87,$854.86 
10869,44,$948.53 
10870,4,$582.34 
10871,82,$32.10 
10872,73,$559.62 
10873,85,$429.52 
10874,32,$981.37 
10875,72,$454.78 
10876,11,$198.08 
10877,38,$338.09 
10878,13,$218.01 
10879,31,$19.45 
10880,94,$77.05 
10881,37,$879.98 
10882,52,$594.19 
10883,30,$131.17 
10884,38,$342.24 
10885,66,$699.50 
10886,23,$512.38 
10887,34,$691.71 
10888,1,$52.47 
10889,56,$320.28 
10890,18,$961.84 
10891,67,$502.98 
10892,76,$125.69 
10893,23,$106.40 
10894,55,$749.65 
10895,17,$631.21 
10896,35,$475.65 
10897,82,$326.50 
10898,81,$337.41 
10899,10,$980.98 
10900,93,$995.10 
10901,44,$409.76 
10902,6,$343.01 
10903,52,$250.39 
10904,3,$995.06 
10905,77,$191.72 
10906,70,$122.10 
10907,13,$531.97 
10908,59,$743.55 
10909,37,$789.75 
10910,35,$781.97 
10911,63,$712.41 
10912,90,$617.18 
10913,7,$30.79 
10914,53,$908.59 
10915,88,$435.79 
10916,81,$449.15 
10917,14,$583.62 
10918,22,$659.87 
10919,16,$68.55 
10920,39,$728.22 
10921,89,$263.91 
10922,0,$782.11 
10923,11,$650.99 
10924,58,$4.45 
10925,45,$254.76 
10926,51,$166.15 
10927,44,$722.87 
10928,98,$989.79 
10929,82,$178.49 
10930,15,$695.49 
10931,19,$766.26 
10932,20,$542.27 
10933,44,$957.61 
10934,10,$960.70 
10935,99,$989.00 
10936,93,$774.18 
10937,56,$619.45 
10938,17,$218.17 
10939,58,$666.02 
10940,0,$675.43 
10941,75,$166.78 
10942,70,$406.93 
10943,20,$764.38 
10944,54,$741.94 
10945,52,$988.54 
10946,51,$509.73 
10947,70,$879.68 
10948,95,$942.38 
10949,60,$768.84 
10950,85,$115.24 
10951,30,$340.34 
10952,8,$46.25 
10953,95,$843.82 
10954,16,$525.87 
10955,14,$157.96 
10956,19,$579.36 
10957,26,$564.27 
10958,33,$105.02 
10959,97,$899.97 
10960,73,$429.21 
10961,41,$554.49 
10962,99,$926.74 
10963,51,$166.49 
10964,31,$189.08 
10965,70,$129.41 
10966,74,$527.10 
10967,45,$471.34 
10968,58,$273.12 
10969,57,$95.44 
10970,22,$959.59 
10971,41,$582.00 
10972,30,$136.54 
10973,92,$610.43 
10974,4,$157.70 
10975,65,$725.55 
10976,18,$847.39 
10977,83,$6.28 
10978,28,$812.76 
10979,61,$287.55 
10980,35,$77.96 
10981,51,$908.62 
10982,17,$406.11 
10983,67,$838.03 
10984,49,$511.46 
10985,25,$315.19 
10986,2,$236.43 
10987,40,$418.67 
10988,81,$949.29 
10989,87,$258.46 
10990,60,$972.94 
10991,67,$386.80 
10992,99,$294.55 
10993,92,$713.45 
10994,53,$122.80 
10995,34,$148.18 
10996,88,$172.68 
10997,47,$144.95 
10998,96,$632.64 
10999,19,$322.60 
11000,57,$176.25 
11001,75,$795.75 
11002,90,$942.57 
11003,61,$35.10 
11004,86,$376.29 
11005,65,$847.33 
11006,64,$891.50 
11007,34,$287.55 
11008,45,$95.85 
11009,35,$512.22 
11010,35,$397.59 
11011,22,$965.11 
11012,94,$431.28 
11013,24,$937.61 
11014,18,$81.00 
11015,20,$792.26 
11016,51,$470.97 
11017,89,$187.21 
11018,44,$441.82 
11019,47,$281.03 
11020,58,$957.92 
11021,5,$719.23 
11022,58,$470.46 
11023,81,$737.23 
11024,34,$653.99 
11025,88,$799.80 
11026,32,$973.63 
11027,53,$86.15 
11028,73,$647.69 
11029,96,$349.43 
11030,99,$569.01 
11031,16,$927.23 
11032,22,$589.60 
11033,50,$879.50 
11034,74,$625.09 
11035,15,$620.31 
11036,21,$36.97 
11037,49,$535.12 
11038,85,$867.55 
11039,89,$211.41 
11040,55,$718.26 
11041,85,$710.90 
11042,23,$30.31 
11043,78,$533.35 
11044,64,$533.24 
11045,23,$197.09 
11046,65,$84.99 
11047,9,$895.31 
11048,36,$323.02 
11049,27,$904.36 
11050,1,$411.69 
11051,23,$579.58 
11052,61,$284.32 
11053,22,$442.87 
11054,45,$404.41 
11055,98,$649.00 
11056,75,$144.32 
11057,94,$430.83 
11058,63,$801.64 
11059,46,$634.10 
11060,34,$207.19 
11061,75,$86.78 
11062,87,$46.71 
11063,37,$270.35 
11064,8,$267.23 
11065,87,$73.38 
11066,69,$726.64 
11067,93,$978.76 
11068,88,$377.35 
11069,60,$73.83 
11070,34,$495.95 
11071,45,$533.73 
11072,77,$52.03 
11073,30,$751.64 
11074,99,$727.35 
11075,68,$342.92 
11076,18,$118.68 
11077,97,$365.62 
11078,30,$32.95 
11079,37,$99.72 
11080,83,$916.67 
11081,22,$784.84 
11082,33,$680.99 
11083,67,$840.41 
11084,8,$995.15 
11085,34,$826.19 
11086,6,$989.43 
11087,59,$537.83 
11088,92,$629.46 
11089,57,$860.80 
11090,9,$540.69 
11091,95,$704.30 
11092,44,$397.65 
11093,67,$296.89 
11094,87,$964.82 
11095,60,$512.47 
11096,44,$597.91 
11097,24,$603.49 
11098,89,$65.99 
11099,31,$728.19 
11100,26,$465.43 
11101,17,$915.60 
11102,5,$413.89 
11103,66,$535.39 
11104,3,$809.56 
11105,67,$741.85 
11106,47,$788.54 
11107,61,$747.91 
11108,80,$342.10 
11109,69,$920.11 
11110,95,$627.48 
11111,86,$452.10 
11112,77,$1.51 
11113,7,$643.44 
11114,80,$174.75 
11115,53,$619.58 
11116,97,$607.63 
11117,83,$22.42 
11118,15,$637.50 
11119,4,$75.06 
11120,90,$739.99 
11121,76,$633.20 
11122,9,$937.41 
11123,19,$160.06 
11124,87,$489.60 
11125,83,$150.32 
11126,59,$992.10 
11127,51,$559.44 
11128,79,$592.18 
11129,66,$46.30 
11130,22,$201.98 
11131,55,$393.28 
11132,30,$37.49 
11133,39,$735.20 
11134,73,$409.28 
11135,51,$699.72 
11136,61,$489.77 
11137,96,$890.58 
11138,94,$167.64 
11139,43,$763.35 
11140,36,$808.64 
11141,79,$439.74 
11142,82,$942.80 
11143,41,$58.41 
11144,66,$7.92 
11145,41,$911.87 
11146,97,$672.22 
11147,25,$464.73 
11148,40,$490.22 
11149,46,$418.03 
11150,71,$726.49 
11151,69,$419.45 
11152,9,$64.15 
11153,85,$196.00 
11154,71,$410.84 
11155,2,$857.98 
11156,62,$82.69 
11157,80,$506.31 
11158,67,$489.26 
11159,31,$969.75 
11160,79,$789.50 
11161,82,$517.00 
11162,91,$391.43 
11163,87,$958.05 
11164,4,$395.25 
11165,61,$260.83 
11166,49,$706.65 
11167,48,$237.48 
11168,62,$805.56 
11169,51,$919.75 
11170,15,$834.19 
11171,7,$441.81 
11172,66,$693.37 
11173,26,$716.10 
11174,41,$315.78 
11175,83,$655.21 
11176,52,$503.89 
11177,29,$177.34 
11178,5,$300.60 
11179,57,$915.04 
11180,84,$594.69 
11181,81,$654.82 
11182,76,$507.36 
11183,13,$421.76 
11184,8,$571.19 
11185,55,$913.54 
11186,69,$402.04 
11187,13,$400.34 
11188,14,$864.25 
11189,52,$334.59 
11190,96,$119.80 
11191,22,$189.48 
11192,34,$91.32 
11193,36,$734.91 
11194,74,$380.05 
11195,14,$242.02 
11196,53,$570.91 
11197,17,$66.50 
11198,38,$775.47 
11199,89,$156.29 
11200,16,$267.20 
11201,12,$807.64 
11202,94,$416.96 
11203,98,$652.75 
11204,78,$330.12 
11205,50,$211.96 
11206,84,$103.36 
11207,7,$851.38 
11208,48,$967.24 
11209,19,$16.55 
11210,76,$49.89 
11211,82,$693.86 
11212,91,$245.35 
11213,26,$379.15 
11214,90,$161.04 
11215,60,$460.03
11216,55,$801.52 
11217,88,$621.43 
11218,5,$452.89 
11219,37,$34.75 
11220,48,$662.24 
11221,65,$786.05 
11222,99,$511.21 
11223,1,$494.98 
11224,89,$938.76 
11225,62,$617.59 
11226,49,$4.70 
11227,31,$781.39 
11228,75,$304.90 
11229,79,$39.70 
11230,96,$700.79 
11231,14,$342.84 
11232,85,$171.56 
11233,53,$697.71 
11234,46,$368.48 
11235,13,$646.25 
11236,65,$143.98 
11237,31,$140.64 
11238,31,$704.93 
11239,28,$576.48 
11240,94,$16.12 
11241,13,$451.69 
11242,98,$400.67 
11243,53,$237.01 
11244,54,$200.36 
11245,44,$246.52 
11246,53,$517.40 
11247,62,$600.68 
11248,7,$215.60 
11249,69,$778.61 
11250,40,$722.01 
11251,90,$144.80 
11252,66,$392.95 
11253,86,$970.92 
11254,54,$766.97 
11255,21,$82.57 
11256,35,$331.11 
11257,35,$502.67 
11258,14,$744.37 
11259,86,$752.85 
11260,98,$714.97 
11261,75,$98.96 
11262,25,$39.59 
11263,69,$876.16 
11264,34,$314.61 
11265,99,$427.00 
11266,9,$950.52 
11267,70,$517.58 
11268,55,$320.68 
11269,29,$733.67 
11270,50,$52.74 
11271,12,$982.63 
11272,91,$539.57 
11273,59,$489.71 
11274,69,$893.77 
11275,28,$933.78 
11276,85,$817.12 
11277,29,$390.66 
11278,75,$322.82 
11279,9,$51.46 
11280,52,$609.20 
11281,77,$784.85 
11282,31,$73.87 
11283,99,$838.79 
11284,49,$763.12 
11285,20,$827.73 
11286,73,$485.65 
11287,11,$174.36 
11288,51,$300.79 
11289,95,$701.14 
11290,86,$823.20 
11291,68,$960.46 
11292,50,$462.97 
11293,93,$209.28 
11294,51,$848.80 
11295,54,$982.50 
11296,40,$237.10 
11297,51,$378.03 
11298,74,$704.45 
11299,10,$989.42 
11300,18,$764.57 
11301,33,$140.97 
11302,47,$194.33 
11303,27,$846.88 
11304,82,$895.00 
11305,94,$248.56 
11306,99,$758.40 
11307,14,$795.62 
11308,70,$603.57 
11309,91,$182.24 
11310,25,$36.27 
11311,8,$306.37 
11312,79,$964.62 
11313,91,$294.19 
11314,51,$573.62 
11315,52,$425.47 
11316,73,$528.59 
11317,32,$612.36 
11318,77,$185.73 
11319,10,$767.88 
11320,1,$960.84 
11321,94,$795.91 
11322,72,$740.34 
11323,96,$336.29 
11324,99,$100.31 
11325,20,$140.12 
11326,81,$642.90 
11327,81,$928.26 
11328,65,$631.12 
11329,53,$318.54 
11330,64,$888.69 
11331,72,$621.31 
11332,64,$322.99 
11333,23,$764.90 
11334,51,$964.50 
11335,58,$363.74 
11336,9,$462.71 
11337,71,$601.09 
11338,0,$765.65 
11339,68,$336.13 
11340,34,$844.75 
11341,50,$471.13 
11342,67,$838.45 
11343,87,$456.92 
11344,55,$665.43 
11345,37,$357.67 
11346,97,$197.42 
11347,64,$439.26 
11348,39,$476.32 
11349,22,$499.70 
11350,4,$52.72 
11351,32,$795.04 
11352,54,$647.45 
11353,56,$157.43 
11354,14,$248.93 
11355,58,$462.60 
11356,32,$598.30 
11357,64,$597.91 
11358,12,$827.34 
11359,7,$802.59 
11360,6,$322.46 
